FID,Trans_Type,Purchase_T,City,SIG,EMD,Street_No,Main_No,Sub_No,Complex_Na,Lease_L__R,Road_Type,Area_㎡_,Land_Area_,Floor,Contract_Y,Contract_M,Contract_D,Price_1000,Deposit_10,Rent_10000,Constructe,Street_Add,Compiled_A,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
570041,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,2,2014,7,24,17000, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570042,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,11,2014,7,26,19500, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570043,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,4,2014,8,25,18900, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570044,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,119.355, ,2,2014,9,16,25700, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570045,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,134.81, ,10,2014,10,30,29000, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570046,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,151.44, ,4,2014,11,29,25800, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570047,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,2,2014,12,17,17300, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570048,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,134.81, ,10,2014,12,18,30000, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570049,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,83.41, ,3,2015,1,17,17000, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570050,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,134.81, ,12,2015,1,29,28300, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570051,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,119.355, ,8,2015,2,5,28200, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570052,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,10,2015,2,5,18800, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570053,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,4,2015,2,7,18000, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570054,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,10,2015,3,13,18500, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570055,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,2,2015,3,23,19500, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570056,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,4,2015,3,31,19500, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570057,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,119.355, ,13,2015,3,31,25300, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570058,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,151.44, ,11,2015,5,4,30200, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570059,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,78.01, ,6,2015,5,14,18200, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570060,아파트,매매,부산광역시,영도구,영선동4가,245-1,0245,0001,영도대원, , ,148.27, ,8,2015,5,14,28500, , ,1991,남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,부산광역시 영도구 영선동4가 남항새싹길 79,386294,177805,정좌표,2620011100102450001,새주소,부산광역시 영도구 남항새싹길 79,부산광역시 영도구 영선동4가 245-1,49078
570368,아파트,매매,부산광역시,중구,대청동4가,75-167,0075,0167,근영빌라4동, , ,47.29, ,4,2014,9,19,5550, , ,1996,대청북길 14,부산광역시 중구 대청동4가 대청북길 14,부산광역시 중구 대청동4가 대청북길 14,384905,180351,정좌표,2611011900100750167,새주소,부산광역시 중구 대청북길 14,부산광역시 중구 대청동4가 75-167,48968
570369,아파트,매매,부산광역시,중구,대청동4가,81-48,0081,0048,대청맨션, , ,49.65, ,4,2014,11,13,8800, , ,1979,중구로75번길 14,부산광역시 중구 대청동4가 중구로75번길 14,부산광역시 중구 대청동4가 중구로75번길 14,384848,180287,정좌표,2611011900100810048,새주소,부산광역시 중구 중구로75번길 14,부산광역시 중구 대청동4가 81-48,48968
570370,아파트,매매,부산광역시,중구,대청동4가,81-48,0081,0048,대청맨션, , ,49.65, ,2,2015,2,3,8900, , ,1979,중구로75번길 14,부산광역시 중구 대청동4가 중구로75번길 14,부산광역시 중구 대청동4가 중구로75번길 14,384848,180287,정좌표,2611011900100810048,새주소,부산광역시 중구 중구로75번길 14,부산광역시 중구 대청동4가 81-48,48968
570391,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,57, ,9,2014,6,2,15000, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570392,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,76.185, ,7,2014,7,21,19000, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570393,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,52.92, ,10,2014,7,31,13800, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570394,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,57, ,6,2014,9,23,13000, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570395,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,76.185, ,9,2014,12,8,20800, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570396,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,59.88, ,8,2015,1,26,17360, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570397,아파트,매매,부산광역시,중구,보수동1가,41-1,0041,0001,대림에이스타운, , ,133.32, ,21,2015,5,28,27000, , ,1994,법수길 72,부산광역시 중구 보수동1가 법수길 72,부산광역시 중구 보수동1가 법수길 72,384593,180494,정좌표,2611012000100410001,새주소,부산광역시 중구 법수길 72,부산광역시 중구 보수동1가 41-1,48961
570400,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,2,2014,6,7,2100, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570401,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,2,2014,6,10,1400, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570402,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,3,2014,6,30,1200, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570403,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,2,2014,7,2,1150, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570404,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,5,2014,7,5,1050, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570405,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,3,2014,7,8,1400, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570406,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,2,2014,7,31,2000, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570407,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,5,2014,9,2,1500, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570408,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,4,2014,11,14,2200, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
570409,아파트,매매,부산광역시,중구,보수동1가,산3-148,0003,0148,시영, , ,36.36, ,4,2014,11,17,2150, , ,1969,망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,부산광역시 중구 보수동1가 망양로319번길 24,384728,180584,정좌표,2611012000200030148,새주소,부산광역시 중구 망양로319번길 24,부산광역시 중구 보수동1가 산 3-148,48903
574415,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,76.05, ,4,2014,9,29,18300, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574416,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,61.11, ,2,2015,1,23,16000, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574417,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,65.25, ,4,2015,1,23,18000, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574418,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,40.01, ,5,2015,1,30,11700, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574419,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,44.07, ,5,2015,3,3,10000, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574420,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,54.45, ,3,2015,3,9,15000, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574421,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,46.67, ,4,2015,3,19,14300, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574422,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,65.25, ,3,2015,4,4,18700, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
574423,아파트,매매,부산광역시,해운대구,우동,493-1,0493,0001,아림비치, , ,42.98, ,2,2015,5,15,12650, , ,1986,우동1로 37,부산광역시 해운대구 우동 우동1로 37,부산광역시 해운대구 우동 우동1로 37,396435,187193,정좌표,2635010500104930001,새주소,부산광역시 해운대구 우동1로 37,부산광역시 해운대구 우동 493-1,48088
575007,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,52.56, ,1,2014,6,16,10100, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575008,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,47.52, ,2,2014,8,25,11500, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575009,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,64.08, ,4,2014,8,29,13000, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575010,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,64.08, ,2,2014,9,3,14650, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575011,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,58.32, ,5,2014,9,27,12950, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575012,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,57.06, ,3,2014,10,9,14000, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575013,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,64.08, ,2,2015,1,24,15000, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575014,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,51.3, ,2,2015,3,6,11800, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575015,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,67.68, ,2,2015,3,14,15500, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
575016,아파트,매매,부산광역시,해운대구,우동,397-68,0397,0068,해운파크맨션, , ,62.82, ,4,2015,4,7,14000, , ,1985,우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,부산광역시 해운대구 우동 우동1로71번길 9-9,396427,187433,정좌표,2635010500103970068,새주소,부산광역시 해운대구 우동1로71번길 9-9,부산광역시 해운대구 우동 397-68,48088
588634,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,19,2015,6,8,19700, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588635,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,17,2015,6,22,16800, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588636,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,3,2015,7,5,19500, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588637,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,10,2015,7,9,19000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588638,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,15,2015,8,25,21100, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588639,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,5,2015,8,25,17100, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588640,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,8,2015,8,27,16100, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588641,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,9,2015,9,12,21900, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588642,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,10,2015,9,28,17000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588643,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,19,2015,10,26,17600, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588644,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,11,2015,11,6,21700, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588645,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,82.55, ,13,2015,11,10,22000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588646,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,5,2015,11,12,16900, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588647,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,7,2015,11,16,17000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588648,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,15,2015,11,18,17500, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
588649,아파트,매매,부산광역시,남구,감만동,20-1,0020,0001,국제, , ,59.94, ,3,2016,2,23,16000, , ,1996,석포로 34,부산광역시 남구 감만동 석포로 34,부산광역시 남구 감만동 석포로 34,390012,182343,정좌표,2629011100100200001,새주소,부산광역시 남구 석포로 34,부산광역시 남구 감만동 20-1,48541
